alert_id,date_detected,date_resolved,severity,alert_type,mitre_tactic,detection_source,source_ip,destination_ip,target_system,department,analyst_assigned,status,is_true_positive,resolution_time_hours
ALT-00518,2026-06-07 11:05:09,2026-06-08 12:00:57,Medium,Phishing Email,Initial Access,EDR Agent,10.0.22.204,10.0.1.86,HR Portal,HR,Nouf Al-Harbi,Escalated,Yes,24.93
ALT-00519,2026-06-07 11:41:31,2026-06-09 08:51:07,Medium,Malicious Macro,Execution,Elastic SIEM,114.29.136.136,10.0.1.189,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,45.16
ALT-00520,2026-06-07 17:02:52,2026-06-07 19:22:04,High,Phishing Email,Initial Access,Email Gateway,183.15.254.228,10.0.20.141,File Server,Operations,Nouf Al-Harbi,False Positive,No,2.32
ALT-00521,2026-06-07 17:12:29,2026-06-08 01:25:41,High,Malicious Macro,Execution,EDR Agent,132.171.220.209,10.0.26.222,Email Gateway,IT,Nouf Al-Harbi,Escalated,Yes,8.22
ALT-00522,2026-06-08 02:24:35,,Low,Port Scan,Reconnaissance,Email Gateway,10.0.22.161,10.0.18.135,Finance ERP App,Finance,Omar Al-Dosari,In Progress,Yes,
ALT-00523,2026-06-08 06:28:51,2026-06-09 14:20:27,Low,Brute Force Login,Credential Access,EDR Agent,10.0.4.185,10.0.13.204,Employee Workstation,Operations,Omar Al-Dosari,Resolved,Yes,31.86
ALT-00524,2026-06-08 12:49:16,2026-06-08 14:36:04,Critical,DDoS Traffic,Impact,Wireshark,10.0.14.239,10.0.19.33,Employee Workstation,Operations,Sara Alzahrani,False Positive,No,1.78
ALT-00525,2026-06-08 14:43:27,2026-06-08 18:32:39,High,Malware Detected,Execution,Firewall/IDS,177.125.151.128,10.0.13.227,Web Server 01,IT,Nouf Al-Harbi,Resolved,Yes,3.82
ALT-00526,2026-06-08 14:53:43,2026-06-11 10:26:07,Low,DDoS Traffic,Impact,Wireshark,10.0.15.35,10.0.5.53,Database Server (SQL),IT,Lama Al-Ghamdi,Resolved,Yes,67.54
ALT-00527,2026-06-09 05:36:03,,Low,Malicious Macro,Execution,EDR Agent,150.69.245.128,10.0.16.177,Sales CRM,Sales,Sara Alzahrani,In Progress,Yes,
ALT-00528,2026-06-09 10:48:53,2026-06-11 05:09:17,Medium,Policy Violation,N/A,Elastic SIEM,10.0.3.100,10.0.16.152,File Server,Operations,Faisal Al-Qahtani,Resolved,Yes,42.34
ALT-00529,2026-06-09 12:01:34,,Low,DDoS Traffic,Impact,Elastic SIEM,10.0.20.164,10.0.19.143,Executive Laptop,Executive,Omar Al-Dosari,In Progress,Yes,
ALT-00530,2026-06-09 12:08:48,2026-06-10 02:26:48,Medium,Unauthorized Access,Initial Access,Firewall/IDS,10.0.3.14,10.0.9.244,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,14.3
ALT-00531,2026-06-09 13:29:50,2026-06-10 03:44:14,High,C2 Communication,Command and Control,EDR Agent,10.0.9.13,10.0.25.183,HR Portal,HR,Sara Alzahrani,Resolved,Yes,14.24
ALT-00532,2026-06-09 17:49:43,2026-06-10 00:32:19,High,Unauthorized Access,Initial Access,Proxy Logs,10.0.30.153,10.0.28.190,Web Server 01,IT,Lama Al-Ghamdi,Resolved,Yes,6.71
ALT-00533,2026-06-10 15:05:08,2026-06-10 21:18:56,High,Policy Violation,N/A,Firewall/IDS,10.0.23.30,10.0.19.46,Finance ERP App,Finance,Faisal Al-Qahtani,Resolved,Yes,6.23
ALT-00534,2026-06-10 15:07:37,2026-06-12 13:05:49,Medium,Suspicious PowerShell,Execution,Elastic SIEM,10.0.3.177,10.0.26.154,Sales CRM,Sales,Omar Al-Dosari,Resolved,Yes,45.97
ALT-00535,2026-06-11 10:24:46,2026-06-11 12:25:58,Medium,Phishing Email,Initial Access,Firewall/IDS,10.0.26.154,10.0.27.42,VPN Gateway,IT,Sara Alzahrani,False Positive,No,2.02
ALT-00536,2026-06-11 12:12:45,,Low,Suspicious PowerShell,Execution,Proxy Logs,10.0.9.74,10.0.26.90,POS Terminal,Sales,Lama Al-Ghamdi,In Progress,Yes,
ALT-00537,2026-06-11 12:28:07,2026-06-11 22:50:55,High,Data Exfiltration Attempt,Exfiltration,EDR Agent,10.0.1.229,10.0.13.190,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,10.38
ALT-00538,2026-06-11 15:06:51,2026-06-11 18:36:51,Critical,Malware Detected,Execution,Wireshark,185.43.132.235,10.0.26.21,Email Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,3.5
ALT-00539,2026-06-11 16:55:20,2026-06-12 23:37:56,Medium,Privilege Escalation,Privilege Escalation,Proxy Logs,10.0.11.237,10.0.21.35,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,30.71
ALT-00540,2026-06-11 17:27:57,2026-06-13 06:14:09,Medium,Suspicious PowerShell,Execution,Wireshark,59.81.216.153,10.0.2.100,Domain Controller,IT,Lama Al-Ghamdi,Resolved,Yes,36.77
ALT-00541,2026-06-11 18:41:50,2026-06-13 01:28:02,Low,Policy Violation,N/A,Wireshark,10.0.10.191,10.0.18.241,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,30.77
ALT-00542,2026-06-12 13:45:02,2026-06-14 11:28:50,Medium,Brute Force Login,Credential Access,Wireshark,10.0.9.46,10.0.3.97,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,45.73
ALT-00543,2026-06-12 13:52:54,2026-06-14 23:14:30,Low,DDoS Traffic,Impact,Proxy Logs,23.70.144.96,10.0.24.126,Finance ERP App,Finance,Nouf Al-Harbi,Resolved,Yes,57.36
ALT-00544,2026-06-12 14:13:08,2026-06-12 21:00:32,High,Unauthorized Access,Initial Access,Elastic SIEM,166.12.232.119,10.0.24.37,File Server,Operations,Sara Alzahrani,Resolved,Yes,6.79
ALT-00545,2026-06-12 16:30:11,2026-06-14 06:06:47,Medium,Unauthorized Access,Initial Access,Firewall/IDS,10.0.4.220,10.0.27.170,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,37.61
ALT-00546,2026-06-13 13:12:05,,Medium,Suspicious PowerShell,Execution,Wireshark,29.143.252.232,10.0.22.182,POS Terminal,Sales,Faisal Al-Qahtani,In Progress,Yes,
ALT-00547,2026-06-14 11:18:10,,Critical,Policy Violation,N/A,Elastic SIEM,141.187.94.113,10.0.21.247,POS Terminal,Sales,Faisal Al-Qahtani,In Progress,Yes,
ALT-00548,2026-06-14 11:52:55,2026-06-15 07:34:55,High,C2 Communication,Command and Control,Email Gateway,158.128.89.29,10.0.21.223,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,19.7
ALT-00549,2026-06-14 11:58:15,2026-06-14 13:54:39,Critical,C2 Communication,Command and Control,Elastic SIEM,76.49.85.186,10.0.5.13,VPN Gateway,IT,Sara Alzahrani,Resolved,Yes,1.94
ALT-00550,2026-06-14 15:27:30,2026-06-18 10:18:30,Low,Privilege Escalation,Privilege Escalation,Proxy Logs,118.214.254.138,10.0.17.128,Executive Laptop,Executive,Nouf Al-Harbi,Resolved,Yes,90.85
ALT-00551,2026-06-14 15:35:10,,Medium,Brute Force Login,Credential Access,EDR Agent,196.102.159.103,10.0.21.168,Executive Laptop,Executive,Faisal Al-Qahtani,In Progress,Yes,
ALT-00552,2026-06-14 18:55:42,2026-06-14 21:44:54,Critical,Malware Detected,Execution,Wireshark,134.147.92.31,10.0.28.35,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,2.82
ALT-00553,2026-06-14 18:57:21,2026-06-15 12:48:21,High,DDoS Traffic,Impact,Wireshark,10.0.18.77,10.0.14.219,HR Portal,HR,Nouf Al-Harbi,Resolved,Yes,17.85
ALT-00554,2026-06-15 04:33:42,2026-06-16 03:45:06,Medium,Suspicious PowerShell,Execution,EDR Agent,10.0.30.77,10.0.26.58,Employee Workstation,Operations,Sara Alzahrani,Resolved,Yes,23.19
ALT-00555,2026-06-15 08:54:13,2026-06-15 19:14:01,High,Malware Detected,Execution,Firewall/IDS,99.67.183.171,10.0.3.215,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,10.33
ALT-00556,2026-06-15 09:24:39,2026-06-16 15:34:51,Medium,Brute Force Login,Credential Access,Wireshark,38.40.82.88,10.0.7.82,Web Server 01,IT,Nouf Al-Harbi,Resolved,Yes,30.17
ALT-00557,2026-06-15 12:09:10,2026-06-15 23:27:46,High,Brute Force Login,Credential Access,Email Gateway,89.72.145.147,10.0.7.45,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,11.31
ALT-00558,2026-06-15 12:10:47,2026-06-16 07:08:23,High,Data Exfiltration Attempt,Exfiltration,Email Gateway,58.18.189.150,10.0.17.39,VPN Gateway,IT,Sara Alzahrani,Resolved,Yes,18.96
ALT-00559,2026-06-15 14:38:41,2026-06-15 17:15:17,High,Malicious Macro,Execution,EDR Agent,151.81.33.80,10.0.22.131,Domain Controller,IT,Omar Al-Dosari,False Positive,No,2.61
ALT-00560,2026-06-15 15:41:42,2026-06-15 17:42:54,High,Phishing Email,Initial Access,Email Gateway,94.199.228.51,10.0.6.176,Web Server 01,IT,Sara Alzahrani,False Positive,No,2.02
ALT-00561,2026-06-16 08:30:58,2026-06-17 00:48:58,High,Malware Detected,Execution,Elastic SIEM,10.0.30.183,10.0.20.72,Executive Laptop,Executive,Faisal Al-Qahtani,Resolved,Yes,16.3
ALT-00562,2026-06-16 09:42:34,2026-06-17 00:43:46,Medium,Port Scan,Reconnaissance,EDR Agent,102.56.49.134,10.0.21.19,File Server,Operations,Lama Al-Ghamdi,Resolved,Yes,15.02
ALT-00563,2026-06-16 10:09:36,2026-06-18 00:18:00,Medium,Suspicious PowerShell,Execution,Elastic SIEM,108.210.135.99,10.0.20.126,Employee Workstation,Operations,Lama Al-Ghamdi,Escalated,Yes,38.14
ALT-00564,2026-06-16 12:07:09,2026-06-16 17:07:09,Low,Phishing Email,Initial Access,Email Gateway,194.232.132.236,10.0.18.130,Email Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,5.0
ALT-00565,2026-06-16 19:47:31,2026-06-17 17:16:55,Low,Brute Force Login,Credential Access,Email Gateway,10.0.24.186,10.0.24.170,Domain Controller,IT,Nouf Al-Harbi,Resolved,Yes,21.49
ALT-00566,2026-06-17 06:23:43,2026-06-19 00:54:55,Low,Suspicious PowerShell,Execution,Firewall/IDS,10.0.6.207,10.0.19.37,Database Server (SQL),IT,Omar Al-Dosari,Resolved,Yes,42.52
ALT-00567,2026-06-17 09:28:32,2026-06-19 09:57:20,Low,Phishing Email,Initial Access,Wireshark,99.167.73.197,10.0.27.27,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,48.48
ALT-00568,2026-06-17 10:23:08,2026-06-17 13:44:08,Medium,Privilege Escalation,Privilege Escalation,Proxy Logs,89.32.134.183,10.0.18.162,Finance ERP App,Finance,Sara Alzahrani,Escalated,Yes,3.35
ALT-00569,2026-06-17 11:19:29,,High,C2 Communication,Command and Control,Proxy Logs,179.222.33.31,10.0.4.227,HR Portal,HR,Faisal Al-Qahtani,In Progress,Yes,
ALT-00570,2026-06-17 13:37:12,2026-06-18 06:35:24,High,Malicious Macro,Execution,Proxy Logs,52.131.181.108,10.0.15.187,Executive Laptop,Executive,Sara Alzahrani,Resolved,Yes,16.97
ALT-00571,2026-06-17 14:52:37,2026-06-17 17:05:13,Critical,DDoS Traffic,Impact,Email Gateway,73.242.119.133,10.0.18.203,File Server,Operations,Faisal Al-Qahtani,Escalated,Yes,2.21
ALT-00572,2026-06-17 17:14:46,2026-06-18 12:44:10,Medium,Phishing Email,Initial Access,Email Gateway,82.16.56.49,10.0.0.114,Web Server 01,IT,Lama Al-Ghamdi,Escalated,Yes,19.49
ALT-00573,2026-06-17 18:08:45,2026-06-18 15:51:57,Low,Port Scan,Reconnaissance,Elastic SIEM,136.50.75.183,10.0.13.214,Domain Controller,IT,Nouf Al-Harbi,Resolved,Yes,21.72
ALT-00574,2026-06-18 09:32:47,2026-06-18 15:48:59,Critical,Unauthorized Access,Initial Access,Wireshark,121.167.15.163,10.0.8.202,VPN Gateway,IT,Sara Alzahrani,Resolved,Yes,6.27
ALT-00575,2026-06-18 16:24:28,2026-06-18 18:32:52,High,Data Exfiltration Attempt,Exfiltration,EDR Agent,45.106.108.68,10.0.21.22,Executive Laptop,Executive,Nouf Al-Harbi,Resolved,Yes,2.14
ALT-00576,2026-06-18 18:40:25,,Medium,Unauthorized Access,Initial Access,Proxy Logs,10.0.19.175,10.0.25.114,POS Terminal,Sales,Faisal Al-Qahtani,In Progress,Yes,
ALT-00577,2026-06-18 18:41:56,,Low,Policy Violation,N/A,EDR Agent,136.204.212.187,10.0.3.82,Domain Controller,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00578,2026-06-19 08:44:59,2026-06-21 08:16:47,Low,Suspicious PowerShell,Execution,Email Gateway,10.0.1.170,10.0.9.209,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,47.53
ALT-00579,2026-06-19 08:51:41,2026-06-20 14:34:17,Medium,Brute Force Login,Credential Access,Proxy Logs,10.0.8.47,10.0.7.249,Email Gateway,IT,Sara Alzahrani,Resolved,Yes,29.71
ALT-00580,2026-06-19 10:07:08,,Medium,Privilege Escalation,Privilege Escalation,Elastic SIEM,165.224.92.157,10.0.12.201,Web Server 01,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00581,2026-06-19 14:01:11,2026-06-22 18:27:35,Low,Privilege Escalation,Privilege Escalation,Proxy Logs,10.0.27.11,10.0.27.122,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,76.44
ALT-00582,2026-06-20 12:26:07,2026-06-21 16:57:19,Medium,Malicious Macro,Execution,Firewall/IDS,10.0.20.202,10.0.27.149,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,28.52
ALT-00583,2026-06-20 16:41:21,2026-06-23 09:56:57,Low,Port Scan,Reconnaissance,Proxy Logs,160.227.234.78,10.0.18.35,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,65.26
ALT-00584,2026-06-20 17:52:50,2026-06-20 23:30:02,High,Suspicious PowerShell,Execution,EDR Agent,10.0.24.119,10.0.21.119,Database Server (SQL),IT,Lama Al-Ghamdi,Resolved,Yes,5.62
ALT-00585,2026-06-21 08:24:09,,Medium,Phishing Email,Initial Access,Firewall/IDS,57.31.151.53,10.0.24.140,Domain Controller,IT,Faisal Al-Qahtani,In Progress,Yes,
ALT-00586,2026-06-21 11:56:19,2026-06-21 16:29:55,Critical,Malicious Macro,Execution,EDR Agent,10.0.16.143,10.0.9.135,HR Portal,HR,Faisal Al-Qahtani,Resolved,Yes,4.56
ALT-00587,2026-06-21 13:43:08,,Critical,Privilege Escalation,Privilege Escalation,Firewall/IDS,208.18.97.88,10.0.23.184,Database Server (SQL),IT,Nouf Al-Harbi,In Progress,Yes,
ALT-00588,2026-06-21 15:14:38,2026-06-22 09:56:38,High,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,188.51.197.76,10.0.19.51,Executive Laptop,Executive,Nouf Al-Harbi,Resolved,Yes,18.7
ALT-00589,2026-06-21 17:44:22,2026-06-21 22:40:10,High,Privilege Escalation,Privilege Escalation,Wireshark,10.0.1.147,10.0.11.138,VPN Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,4.93
ALT-00590,2026-06-22 09:31:59,2026-06-22 20:48:11,High,C2 Communication,Command and Control,Proxy Logs,177.54.226.184,10.0.8.28,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,11.27
ALT-00591,2026-06-22 10:35:49,2026-06-22 11:01:37,Medium,Suspicious PowerShell,Execution,Proxy Logs,76.1.174.91,10.0.26.164,POS Terminal,Sales,Nouf Al-Harbi,False Positive,No,0.43
ALT-00592,2026-06-22 18:29:44,2026-06-22 23:19:32,High,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,30.161.158.132,10.0.12.210,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,4.83
ALT-00593,2026-06-23 08:48:46,2026-06-24 04:48:10,High,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,109.44.224.222,10.0.3.200,VPN Gateway,IT,Faisal Al-Qahtani,Resolved,Yes,19.99
ALT-00594,2026-06-23 15:02:08,2026-06-27 06:47:44,Low,Policy Violation,N/A,Elastic SIEM,10.0.4.106,10.0.27.169,HR Portal,HR,Omar Al-Dosari,Resolved,Yes,87.76
ALT-00595,2026-06-23 15:47:26,2026-06-25 04:09:38,Low,Unauthorized Access,Initial Access,Wireshark,160.167.232.178,10.0.0.197,Employee Workstation,Operations,Nouf Al-Harbi,Resolved,Yes,36.37
ALT-00596,2026-06-23 21:08:13,2026-06-23 23:58:01,Critical,Privilege Escalation,Privilege Escalation,Proxy Logs,10.0.27.154,10.0.27.24,VPN Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,2.83
ALT-00597,2026-06-24 09:50:01,2026-06-24 16:33:13,Critical,Malware Detected,Execution,Elastic SIEM,172.4.222.123,10.0.9.74,Sales CRM,Sales,Faisal Al-Qahtani,Resolved,Yes,6.72
ALT-00598,2026-06-24 13:57:33,2026-06-26 17:44:21,Low,DDoS Traffic,Impact,EDR Agent,57.210.112.169,10.0.4.93,Executive Laptop,Executive,Sara Alzahrani,Resolved,Yes,51.78
ALT-00599,2026-06-24 15:19:00,2026-06-26 09:44:12,Medium,Port Scan,Reconnaissance,Elastic SIEM,148.79.44.183,10.0.8.38,Email Gateway,IT,Nouf Al-Harbi,Resolved,Yes,42.42
ALT-00600,2026-06-24 16:43:38,,Medium,Phishing Email,Initial Access,Proxy Logs,10.0.11.216,10.0.4.133,Web Server 01,IT,Lama Al-Ghamdi,In Progress,Yes,
ALT-00601,2026-06-24 18:27:08,,Medium,DDoS Traffic,Impact,Wireshark,131.118.50.182,10.0.25.34,POS Terminal,Sales,Omar Al-Dosari,In Progress,Yes,
ALT-00602,2026-06-25 02:25:55,2026-06-25 07:15:07,Critical,Privilege Escalation,Privilege Escalation,EDR Agent,201.213.148.30,10.0.12.7,Email Gateway,IT,Sara Alzahrani,Escalated,Yes,4.82
ALT-00603,2026-06-25 11:22:52,2026-06-25 17:20:28,High,Brute Force Login,Credential Access,EDR Agent,47.37.150.88,10.0.30.31,Domain Controller,IT,Omar Al-Dosari,Resolved,Yes,5.96
ALT-00604,2026-06-26 10:08:02,2026-06-26 11:35:38,Low,Brute Force Login,Credential Access,Proxy Logs,40.9.131.56,10.0.26.40,Database Server (SQL),IT,Faisal Al-Qahtani,False Positive,No,1.46
ALT-00605,2026-06-26 16:43:11,2026-06-27 20:50:23,Low,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,10.0.1.244,10.0.25.103,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,28.12
ALT-00606,2026-06-26 20:07:45,2026-06-26 22:50:21,High,Malicious Macro,Execution,Wireshark,67.56.94.65,10.0.9.121,Executive Laptop,Executive,Omar Al-Dosari,False Positive,No,2.71
ALT-00607,2026-06-27 14:30:20,2026-06-28 22:15:20,Medium,DDoS Traffic,Impact,Wireshark,10.0.3.28,10.0.2.94,VPN Gateway,IT,Sara Alzahrani,Escalated,Yes,31.75
ALT-00608,2026-06-27 14:30:31,2026-06-28 08:19:43,High,DDoS Traffic,Impact,Email Gateway,10.0.14.13,10.0.8.114,File Server,Operations,Omar Al-Dosari,Resolved,Yes,17.82
ALT-00609,2026-06-27 16:31:40,2026-06-27 19:32:52,Critical,C2 Communication,Command and Control,Proxy Logs,40.70.77.60,10.0.12.179,Employee Workstation,Operations,Nouf Al-Harbi,Resolved,Yes,3.02
ALT-00610,2026-06-27 18:05:50,2026-06-30 00:19:38,Low,Brute Force Login,Credential Access,Elastic SIEM,10.0.21.86,10.0.8.79,Employee Workstation,Operations,Sara Alzahrani,Resolved,Yes,54.23
ALT-00611,2026-06-28 17:48:26,2026-06-29 17:09:26,Medium,C2 Communication,Command and Control,Email Gateway,178.51.173.167,10.0.30.174,File Server,Operations,Sara Alzahrani,Resolved,Yes,23.35
ALT-00612,2026-06-28 18:23:11,2026-06-30 11:58:35,Low,Port Scan,Reconnaissance,Wireshark,89.211.113.191,10.0.21.254,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,41.59
ALT-00613,2026-06-29 09:42:06,,Low,Data Exfiltration Attempt,Exfiltration,Firewall/IDS,207.121.53.231,10.0.28.46,Database Server (SQL),IT,Faisal Al-Qahtani,In Progress,Yes,
ALT-00614,2026-06-29 17:29:41,2026-06-30 08:17:05,High,Policy Violation,N/A,Elastic SIEM,104.182.65.172,10.0.20.62,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,14.79
ALT-00615,2026-06-30 09:44:10,2026-06-30 17:05:46,High,Phishing Email,Initial Access,EDR Agent,10.0.17.144,10.0.29.209,Finance ERP App,Finance,Sara Alzahrani,Resolved,Yes,7.36
ALT-00616,2026-06-30 10:20:48,2026-07-01 05:24:24,Low,Suspicious PowerShell,Execution,Proxy Logs,10.0.22.125,10.0.9.231,Email Gateway,IT,Nouf Al-Harbi,Resolved,Yes,19.06
ALT-00617,2026-06-30 14:59:58,2026-07-01 00:22:10,Medium,Brute Force Login,Credential Access,Firewall/IDS,101.208.17.71,10.0.27.22,Domain Controller,IT,Faisal Al-Qahtani,Escalated,Yes,9.37
ALT-00618,2026-07-01 12:27:56,2026-07-04 13:36:56,Low,Port Scan,Reconnaissance,Firewall/IDS,10.0.16.92,10.0.7.151,HR Portal,HR,Lama Al-Ghamdi,Resolved,Yes,73.15
ALT-00619,2026-07-01 13:25:11,2026-07-01 18:25:47,Medium,Privilege Escalation,Privilege Escalation,Firewall/IDS,10.0.15.120,10.0.27.45,HR Portal,HR,Omar Al-Dosari,Resolved,Yes,5.01
ALT-00620,2026-07-01 16:59:17,2026-07-03 14:59:17,Low,Policy Violation,N/A,Email Gateway,164.222.158.233,10.0.11.125,POS Terminal,Sales,Faisal Al-Qahtani,Resolved,Yes,46.0
ALT-00621,2026-07-02 16:10:04,2026-07-02 18:11:52,Medium,Policy Violation,N/A,Firewall/IDS,117.94.9.159,10.0.27.95,Finance ERP App,Finance,Lama Al-Ghamdi,Resolved,Yes,2.03
ALT-00622,2026-07-03 13:07:11,2026-07-05 01:53:59,Medium,Policy Violation,N/A,Proxy Logs,138.217.194.211,10.0.7.65,Web Server 01,IT,Faisal Al-Qahtani,Escalated,Yes,36.78
ALT-00623,2026-07-03 13:40:29,,High,Privilege Escalation,Privilege Escalation,Elastic SIEM,10.0.1.77,10.0.13.194,File Server,Operations,Omar Al-Dosari,In Progress,Yes,
ALT-00624,2026-07-03 15:55:23,2026-07-06 18:07:59,Low,Policy Violation,N/A,Email Gateway,10.0.28.133,10.0.4.214,POS Terminal,Sales,Sara Alzahrani,Resolved,Yes,74.21
ALT-00625,2026-07-04 16:39:03,2026-07-05 07:18:03,Low,Suspicious PowerShell,Execution,Elastic SIEM,51.129.242.180,10.0.4.54,File Server,Operations,Sara Alzahrani,Resolved,Yes,14.65
ALT-00626,2026-07-04 18:19:58,2026-07-08 17:04:58,Low,Port Scan,Reconnaissance,Elastic SIEM,52.150.31.95,10.0.28.142,HR Portal,HR,Lama Al-Ghamdi,Resolved,Yes,94.75
ALT-00627,2026-07-05 18:30:04,2026-07-06 00:33:40,Critical,Unauthorized Access,Initial Access,EDR Agent,200.6.119.6,10.0.19.196,Executive Laptop,Executive,Omar Al-Dosari,Resolved,Yes,6.06
ALT-00628,2026-07-05 20:16:48,2026-07-06 06:01:12,High,Privilege Escalation,Privilege Escalation,Proxy Logs,24.68.1.156,10.0.15.3,Domain Controller,IT,Nouf Al-Harbi,Resolved,Yes,9.74
ALT-00629,2026-07-07 22:45:59,2026-07-08 03:35:11,High,Privilege Escalation,Privilege Escalation,Email Gateway,10.0.25.128,10.0.0.94,HR Portal,HR,Faisal Al-Qahtani,Resolved,Yes,4.82
ALT-00630,2026-07-08 09:21:27,2026-07-10 09:04:03,Medium,Malicious Macro,Execution,Email Gateway,31.136.77.219,10.0.22.225,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,47.71
ALT-00631,2026-07-08 09:43:35,2026-07-08 11:42:59,Critical,Malware Detected,Execution,Email Gateway,118.145.105.60,10.0.9.170,POS Terminal,Sales,Omar Al-Dosari,Resolved,Yes,1.99
ALT-00632,2026-07-08 14:48:15,2026-07-08 16:26:39,Critical,Suspicious PowerShell,Execution,Firewall/IDS,10.0.1.62,10.0.29.187,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,1.64
ALT-00633,2026-07-08 15:07:16,2026-07-09 12:05:28,Medium,Malicious Macro,Execution,Proxy Logs,10.0.17.4,10.0.22.215,Domain Controller,IT,Faisal Al-Qahtani,Escalated,Yes,20.97
ALT-00634,2026-07-09 10:04:08,2026-07-10 15:32:56,Medium,Brute Force Login,Credential Access,Email Gateway,10.0.16.156,10.0.13.27,Executive Laptop,Executive,Nouf Al-Harbi,Resolved,Yes,29.48
ALT-00635,2026-07-09 10:59:34,,Low,DDoS Traffic,Impact,Proxy Logs,173.33.175.97,10.0.29.185,Employee Workstation,Operations,Nouf Al-Harbi,In Progress,Yes,
ALT-00636,2026-07-09 12:14:30,2026-07-13 08:12:42,Low,Unauthorized Access,Initial Access,Wireshark,61.146.93.250,10.0.5.216,Email Gateway,IT,Nouf Al-Harbi,Resolved,Yes,91.97
ALT-00637,2026-07-09 14:08:53,2026-07-11 08:03:29,Medium,Suspicious PowerShell,Execution,Wireshark,36.192.45.2,10.0.13.165,Web Server 01,IT,Nouf Al-Harbi,Resolved,Yes,41.91
ALT-00638,2026-07-09 14:35:57,2026-07-10 22:27:33,Medium,Privilege Escalation,Privilege Escalation,Email Gateway,10.0.0.230,10.0.26.210,VPN Gateway,IT,Sara Alzahrani,Escalated,Yes,31.86
ALT-00639,2026-07-10 02:32:15,2026-07-10 05:11:51,Medium,Brute Force Login,Credential Access,Email Gateway,82.242.208.49,10.0.3.26,Domain Controller,IT,Faisal Al-Qahtani,False Positive,No,2.66
ALT-00640,2026-07-10 08:57:49,,Medium,DDoS Traffic,Impact,EDR Agent,129.117.246.203,10.0.24.99,Sales CRM,Sales,Nouf Al-Harbi,In Progress,Yes,
ALT-00641,2026-07-10 11:03:06,2026-07-11 14:22:18,Medium,Port Scan,Reconnaissance,Elastic SIEM,124.243.244.167,10.0.6.195,Database Server (SQL),IT,Faisal Al-Qahtani,Resolved,Yes,27.32
ALT-00642,2026-07-11 10:12:42,2026-07-11 21:58:18,High,Data Exfiltration Attempt,Exfiltration,Email Gateway,10.0.9.109,10.0.10.43,Database Server (SQL),IT,Nouf Al-Harbi,Escalated,Yes,11.76
ALT-00643,2026-07-11 14:00:23,2026-07-12 08:09:23,High,C2 Communication,Command and Control,Proxy Logs,192.123.2.231,10.0.29.108,Finance ERP App,Finance,Nouf Al-Harbi,Resolved,Yes,18.15
ALT-00644,2026-07-11 16:57:34,2026-07-12 08:37:46,High,Data Exfiltration Attempt,Exfiltration,Firewall/IDS,94.68.237.129,10.0.16.25,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,15.67
ALT-00645,2026-07-12 08:35:25,2026-07-13 10:52:13,Medium,Unauthorized Access,Initial Access,Firewall/IDS,10.0.22.238,10.0.6.181,Database Server (SQL),IT,Omar Al-Dosari,Resolved,Yes,26.28
ALT-00646,2026-07-12 11:15:47,2026-07-14 03:43:59,Medium,C2 Communication,Command and Control,Wireshark,10.0.24.29,10.0.3.237,Domain Controller,IT,Faisal Al-Qahtani,Escalated,Yes,40.47
